id|ident|name|type|frequency|latitude|longitude|elevation|isoCountry|magneticVariation|usageType|power|associatedAirport
87966|FER|Ferrara|NDB|427|44.81439971923828|11.616399765014648||IT|1.382|RNAV|LOW|LIPF
87967|FES|Saiss|VOR-DME|115700|33.9275016784668|-5.013609886169434|1873|MA|-2.274|BOTH|HIGH|GMFF
87968|FES|Festus|NDB|269|38.195899963378906|-90.38760375976562|435|US|-0.122|TERMINAL|LOW|
87969|FEU|Arnold|NDB|521|38.214698791503906|-84.8198013305664|769|US|-4.397|LO|MEDIUM|
87970|FF|Flic -eE --lFc|NDB|258|-20.281600952148438|57.371700286865234||MU|-18.529|||FIMP
87971|FF|Pecat|NDB|316|33.30059814453125|-84.48639678955078|850|US|-3.563|TERMINAL|LOW|KFFC
87972|FF|Five Finger|NDB|295|57.271400451660156|-133.6300048828125||US|22.297|LO|MEDIUM|
87973|FFA|Fairford|TACAN|113400|51.68170166015625|-1.7976100444793701|299|GB|-2.566|BOTH|LOW|EGVA
87974|FFF|Plymouth|NDB|257|41.84749984741211|-70.80269622802734|85|US|-15.191|TERMINAL|LOW|
87975|FFL|Fairfield|NDB|332|41.01110076904297|-91.9885025024414|778|US|0.427|TERMINAL|LOW|
87976|FFM|Frankfurt|VORTAC|114200|50.0536994934082|8.637089729309082|491|DE|0.475|BOTH|HIGH|EDDF
87977|FFM|Fergus Falls|VOR-DME|110400|46.28929901123047|-96.15670013427734|1190|US|3.382|LO|LOW|
87978|FFO|Patterson|TACAN|115200|39.819000244140625|-84.05549621582031|804|US|-5.379|BOTH|LOW|KFFO
87979|FFT|Frankfort|VOR|109400|38.18239974975586|-84.90859985351562|800|US|-4.351|TERMINAL|LOW|
87980|FFU|Fairfield|VORTAC|116600|40.274898529052734|-111.94100189208984|7690|US|12.45|BOTH|HIGH|UT08
87981|FFZ|Falcon Fld|NDB|281|33.46189880371094|-111.73300170898438|1392|US|11.237|TERMINAL|LOW|
87982|FGI|Figari|VOR-DME|116700|41.502201080322266|9.083419799804688|87|FR|1.042|LO|MEDIUM|LFKF
87983|FGN|Fazenda Guanabara|NDB|335|-14.777299880981445|-57.19350051879883|988|BR|-14.534|LO|MEDIUM|
87984|FGP|Fort Bragg|NDB|393|35.13880157470703|-78.8125||US|-8.275|TERMINAL|LOW|KFBG
87985|FGR|Figueiras|NDB|275|-29.998199462890625|-50.97520065307617||BR|-15.158|LO|MEDIUM|
87986|FGT|Farmington|VORTAC|115700|44.63090133666992|-93.18209838867188|930|US|1.141|LO|HIGH|
87987|FGX|Flemingsburg|NDB|400|38.53810119628906|-83.74690246582031|921|US|-5.346|TERMINAL|LOW|
87988|FH|Mcleod|NDB|304|54.139400482177734|-115.78299713134766|2567|CA|18.034|LO|MEDIUM|CYZU
87989|FH|Frederikshab|NDB|331|61.99580001831055|-49.64780044555664||GL|-28.528|BOTH|LOW|
87990|FH|Faranah|NDB|350|10.050999641418457|-10.760199546813965||GN|-7.075|BOTH|LOW|GUFH
87991|FHA|Friedrichshafen|NDB|473|47.68119812011719|9.537779808044434|1366|DE|1.069|BOTH|MEDIUM|EDNY
87992|FHD|Fahud|VOR-DME|112500|22.34869956970215|56.48540115356445|578|OM|0.526|BOTH|HIGH|OOFD
87993|FHD|Friedrichshafen|DME|112600|47.66640090942383|9.508859634399414|1400|DE|1.065|TERMINAL|LOW|EDNY
87994|FHN|Fahud|NDB|267|22.345300674438477|56.48780059814453||OM|0.526|BOTH|HIGH|OOFD
87995|FHR|Friday Harbor|NDB|284|48.526798248291016|-123.02799987792969|180|US|18.078|LO|LOW|
87996|FHU|Sierra Vista Muni/Libby Aaf|VOR|113600|31.58970069885254|-110.3550033569336|4664|US|10.421|TERMINAL|LOW|KFHU
87997|FI|Golitsyno|NDB|490|53.599998474121094|44.11669921875||RU|10.068|BOTH|HIGH|
87998|FIL|Filadelfia|NDB|345|-22.35919952392578|-60.03499984741211||PY|-10.536|BOTH|MEDIUM|
87999|FIL|Horta|NDB|380|38.522499084472656|-28.68589973449707||PT|-11.218|BOTH|MEDIUM|LPHR
88000|FIM|Fillmore|VORTAC|112500|34.3567008972168|-118.88099670410156|2200|US|13.184|BOTH|MEDIUM|KNTD
88001|FIN|Finschhafen|NDB-DME|232|-6.614980220794678|147.85800170898438|112|PG|6.064|BOTH|LOW|
88002|FIO|Fiora|NDB|212|10.4483003616333|-84.4666976928711|210|CR|-0.01|RNAV|MEDIUM|
88003|FIQ|Fiddlers|NDB|391|35.710201263427734|-81.67130279541016|1140|US|-6.315|TERMINAL|LOW|
88004|FIS|Fiska|NDB|314|41.09859848022461|22.99169921875||GR|3.284|BOTH|LOW|
88005|FIS|Fish Hook|NDB|332|24.54829978942871|-81.7863998413086||US|-4.142|BOTH|MEDIUM|KEYW
88006|FIT|Fitchburg|NDB|365|42.550899505615234|-71.7571029663086|350|US|-15.05|TERMINAL|LOW|
88007|FJ|Chaoyang|NDB|226|41.58330154418945|120.43299865722656||CN|-7.478|BOTH|MEDIUM|ZYCY
88008|FJ|Fjortoft|NDB|329|62.69380187988281|6.427209854125977||NO|-0.58|TERMINAL|LOW|
88009|FJ|Luuce|NDB|338|27.49690055847168|-80.47470092773438||US|-5.404|TERMINAL|MEDIUM|KFPR
88010|FJC|Allentown|VORTAC|117500|40.72669982910156|-75.45480346679688|680|US|-12.175|BOTH|MEDIUM|KABE
88011|FJC|Fujiachang|VOR-DME|113900|29.928300857543945|104.30500030517578|1527|CN|-1.456|BOTH|HIGH|
88012|FJO|Dzaoudzi Pamandzi|NDB|341|-12.801899909973145|45.281898498535156||YT|-7.595|BOTH|HIGH|FMCZ
88013|FJR|Fujairah|VOR-DME|114700|25.101699829101562|56.351898193359375|54|AE|1.23|BOTH|HIGH|OMFJ
88014|FJR|Mediterranee|VOR-DME|114450|43.578399658203125|3.974720001220703|17|FR|-0.122|BOTH|HIGH|LFMT
88015|FJS|Fort Jones|VOR-DME|109600|41.44969940185547|-122.80599975585938|4900|US|15.5|LO|MEDIUM|1O6
88016|FK|Junction|NDB|335|49.263099670410156|-57.308101654052734||CA|-21.269|LO|LOW|CYDF
88017|FK|Fukang|NDB|369|44.16669845581055|87.9832992553711||CN|2.458|BOTH|MEDIUM|ZWWW
88018|FK|Fakarava|NDB|393|-16.055599212646484|-145.6540069580078||PF|12.221|BOTH|MEDIUM|NTGF
88019|FK|Palangkaraya|NDB|250|-2.2251501083374023|113.94599914550781|82|ID|1.125|BOTH|MEDIUM|WAOP
88020|FK|Samara|NDB|287|53.52669906616211|50.22169876098633||RU|11.013|TERMINAL|MEDIUM|UWWW
88021|FK|Magadan|NDB|375|59.913299560546875|150.61500549316406||RU|-11.093|TERMINAL|MEDIUM|UHMM
88022|FK|Gagarin|NDB|985|55.54999923706055|35.03329849243164||RU|8.545|BOTH|HIGH|
88023|FK|Airbe|NDB|273|36.73699951171875|-87.41380310058594|593|US|-2.19|TERMINAL|MEDIUM|KHOP
88024|FKE|Fukushima|VOR-DME|113450|37.224300384521484|140.43699645996094|1313|JP|-7.214|LO|LOW|RJSF
88025|FKG|Fukang|VOR-DME|116300|44.16669845581055|87.9832992553711|1805|CN|2.457|BOTH|HIGH|ZWWW
88026|FKL|Franklin|VOR|109600|41.4385986328125|-79.85679626464844|1530|US|-9.245|LO|MEDIUM|
88027|FKN|Franklin|VORTAC|110600|36.71419906616211|-77.01229858398438|90|US|-10.056|BOTH|MEDIUM|
88028|FKR|Frankfort|NDB|278|40.27050018310547|-86.56269836425781|855|US|-3.402|TERMINAL|LOW|
88029|FKV|Flowery Branch|NDB|365|34.203399658203125|-83.90630340576172|1135|US|-4.334|TERMINAL|LOW|
88030|FL|Ndjamena|VOR-DME|115300|12.14169979095459|15.038299560546875|994|TD|-0.048|BOTH|HIGH|FTTJ
88031|FL|Wuji|NDB|272|38.246700286865234|114.89199829101562||CN|-5.312|BOTH|HIGH|ZBSJ
88032|FL|Jiffy|NDB|219|32.99580001831055|-97.02960205078125|525|US|4.481|TERMINAL|MEDIUM|KDFW
88033|FL|Alcot|NDB|335|34.17399978637695|-79.85250091552734|140|US|-7.299|TERMINAL|LOW|KFLO
88034|FLA|Florencia|VOR-DME|112400|1.4858499765396118|-75.48909759521484|808|CO|-4.051|BOTH|HIGH|SKFL
88035|FLD|Friedland|VOR-DME|117150|53.762699127197266|13.56309986114502|43|DE|2.158|RNAV|HIGH|
88036|FLD|Fond Du Lac|NDB|248|43.769500732421875|-88.4845962524414||US|-2.471|TERMINAL|LOW|WI73
88037|FLE|Flesland|TACAN|114500|60.29999923706055|5.213590145111084|185|NO|-1.187|BOTH|HIGH|ENBR
88038|FLG|Fuling|VOR-DME|114000|29.696699142456055|107.375|1534|CN|-2.178|BOTH|HIGH|
88039|FLG|Flagstaff|VOR-DME|113850|35.14720153808594|-111.67400360107422|7026|US|11.42|BOTH|MEDIUM|KFLG
88040|FLI|Flinders Island|NDB|296|-40.09560012817383|148.01499938964844||AU|13.503|BOTH|HIGH|YFLI
88041|FLL|Fort Lauderdale|VOR-DME|114400|26.07469940185547|-80.15249633789062|10|US|-5.368|BOTH|HIGH|KFLL
88042|FLM|Falmouth|VOR-DME|117000|38.64950180053711|-84.31060028076172|810|US|-5.092|BOTH|HIGH|
88043|FLN|Florianopolis|NDB|295|-27.691699981689453|-48.49810028076172||BR|-17.442|BOTH|MEDIUM|SBFL
88044|FLO|Florence|VORTAC|115200|34.2328987121582|-79.65709686279297|110|US|-7.39|BOTH|HIGH|
88045|FLO|Flora|VOR-DME|112050|50.87670135498047|5.134439945220947|187|BE|-0.215|TERMINAL|HIGH|
88046|FLO|Floro|VOR-DME|112300|61.581600189208984|5.0201802253723145|66|NO|-1.332|RNAV|HIGH|ENFL
88047|FLO|Flores|NDB|270|39.44609832763672|-31.167699813842773||PT|-12.223|BOTH|HIGH|LPFL
88048|FLP|Flippin|VOR-DME|112800|36.299598693847656|-92.4583969116211|780|US|1.348|LO|MEDIUM|
88049|FLR|Floresti|VOR-DME|112200|44.50080108642578|25.708200454711914|384|RO|4.161|BOTH|HIGH|LROP
88050|FLR|Flornes|NDB|380|63.45899963378906|11.340700149536133||NO|1.291|BOTH|MEDIUM|ENVA
88051|FLS|Flesland|VOR-DME|115550|60.31129837036133|5.2121901512146|213|NO|-1.188|BOTH|HIGH|ENBR
88052|FLU|Fluminense|NDB|275|-22.64889907836914|-40.4286003112793||BR|-22.398|LO|LOW|
88053|FLU|Faya Largeau|NDB|300|17.921100616455078|19.113000869750977|830|TD|1.099|HI|MEDIUM|FTTY
88054|FLV|Fleinvaer|NDB|374|67.16079711914062|13.7701997756958||NO|2.552|TERMINAL|LOW|ENBO
88055|FLW|Fellows|VORTAC|117500|35.093101501464844|-119.86599731445312|3870|US|13.393|LO|MEDIUM|
88056|FLZ|Fortaleza|VOR-DME|114100|-3.7722699642181396|-38.547698974609375|82|BR|-21.279|BOTH|HIGH|SBFZ
88057|FLZ|Fortaleza|NDB|260|-3.7698400020599365|-38.5276985168457|192|BR|-21.279|BOTH|MEDIUM|SBFZ
88058|FM|Linli|NDB|365|29.350000381469727|111.63300323486328||CN|-3.042|BOTH|MEDIUM|
88059|FM|Fua Amotu|NDB|245|-21.268299102783203|-175.1439971923828|22|TO|13.264|BOTH|LOW|NFTF
88060|FM|Caloo|NDB|341|26.51609992980957|-81.95030212402344||US|-4.293|TERMINAL|LOW|
88061|FMD|Fischamend|VOR-DME|110400|48.105098724365234|16.62929916381836|639|AT|2.519|BOTH|HIGH|LOWW
88062|FMG|Mustang|VORTAC|117900|39.53129959106445|-119.65599822998047|5949|US|14.439|BOTH|HIGH|KRNO
88064|FMH|Otis|NDB|362|41.732601165771484|-70.44090270996094|80|US|-15.272|TERMINAL|LOW|
88063|FMH|Otis|TACAN|115800|41.65959930419922|-70.51390075683594|120|US|-15.237|BOTH|MEDIUM|
88065|FML|Fort Mill|VORTAC|112400|34.98910140991211|-80.95480346679688|645|US|-6.534|LO|MEDIUM|KCLT
88066|FMT|Hofu|TACAN|113000|34.038299560546875|131.54600524902344|37|JP|-6.563|BOTH|HIGH|RJOF
88067|FMZ|Beklof|NDB|392|40.59000015258789|-97.56800079345703|1634|US|5.027|TERMINAL|LOW|
88068|FN|Fangatau|NDB|339|-15.81779956817627|-140.88299560546875||PF|12.183|TERMINAL|HIGH|NTGB
88069|FN|Fiumicino|NDB|421|41.910701751708984|12.234600067138672||IT|1.432|TERMINAL|LOW|LIRF
88070|FN|Finndal|NDB|368|59.15769958496094|9.559109687805176||NO|0.437|TERMINAL|LOW|
88071|FN|Dushanbe|NDB|372|38.54330062866211|68.75499725341797||TJ|3.531|BOTH|MEDIUM|UTDD
88072|FN|Colln|NDB|400|40.36320114135742|-104.97100067138672|4957|US|9.397|TERMINAL|MEDIUM|
88073|FN|Hillz|NDB|517|41.75170135498047|-90.3905029296875|631|US|-0.437|TERMINAL|LOW|
88074|FN|Petli|NDB|269|42.968101501464844|-83.89009857177734||US|-6.363|TERMINAL|LOW|KFNT
88075|FN|Futuna|NDB|326|-14.319999694824219|-178.05299377441406|82|WF|11.34|TERMINAL|LOW|NLWF
88076|FNA|Florenville|NDB|371|30.415599822998047|-89.82009887695312|19|US|0.182|TERMINAL|LOW|
88077|FNB|Brenner|NDB|404|40.07630157470703|-95.58689880371094|976|US|3.371|TERMINAL|LOW|
88078|FNC|Enrique Jimenez|VOR-DME|109000|9.362420082092285|-79.8656005859375|25|PA|-2.385|LO|HIGH|MPEJ
88079|FND|La Tontouta|NDB|354|-22.000200271606445|166.18800354003906|52|NC|12.191|TERMINAL|MEDIUM|NWWW
88080|FND|Ellicott|NDB|371|39.28739929199219|-76.7770004272461|381|US|-10.584|TERMINAL|LOW|KBWI
88081|FNL|Fenland|NDB|401|52.741600036621094|-0.027941999956965446||GB|-2.261|TERMINAL|LOW|EGCL
88082|FNO|Fernando|VOR-DME|113700|-3.8701999187469482|-32.429298400878906|193|BR|-20.5|BOTH|HIGH|SBFN
88083|FNT|Flint|VORTAC|116900|42.966800689697266|-83.74700164794922|770|US|-6.435|BOTH|HIGH|KFNT
88084|FNY|Doncaster|NDB|338|53.47480010986328|-1.0017199516296387||GB|-2.564|BOTH|LOW|EGCN
88085|FNZ|Ferdinand|NDB|239|38.24869918823242|-86.83789825439453|550|US|-3.025|TERMINAL|LOW|
88086|FO|Flin Flon|NDB|250|54.67530059814453|-101.66899871826172|1126|CA|8.185|LO|MEDIUM|CYFO
88087|FO|Baiyun|NDB|411|23.1382999420166|113.24199676513672|342|CN|-2.181|BOTH|HIGH|ZGGG
88088|FO|Fukuoka|NDB|203|33.67490005493164|130.39100646972656||JP|-6.483|BOTH|MEDIUM|RJFF
88089|FO|Vanavara|NDB|375|60.36669921875|102.30000305175781||RU|-1.065|TERMINAL|HIGH|
88090|FO|Riply|NDB|326|38.8848991394043|-95.58149719238281|1048|US|3.406|TERMINAL|LOW|KFOE
88091|FO|Barro|NDB|341|42.51449966430664|-94.30560302734375|1149|US|2.261|TERMINAL|LOW|KFOD
88092|FO|Squir|NDB|400|40.90449905395508|-72.55650329589844||US|-14.052|TERMINAL|LOW|
88093|FOA|Elm River|NDB|353|38.66889953613281|-88.4531021118164|472|US|-1.489|LO|LOW|
88094|FOC|Fuzhou|VOR-DME|116800|25.940000534057617|119.66200256347656|46|CN|-3.434|BOTH|HIGH|ZSFZ
88095|FOD|Fort Dodge|VORTAC|113500|42.61119842529297|-94.2947998046875|1150|US|2.251|BOTH|HIGH|KFOD
88096|FOE|Forbes|TACAN|111600|38.9473991394043|-95.66120147705078|1043|US|3.439|BOTH|LOW|KFOE
88097|FOF|Fort De France|VOR-DME|113300|14.590700149536133|-61.02280044555664|39|MQ|-14.359|BOTH|HIGH|TFFF
88098|FOF|Fort De France|NDB|329|14.589099884033203|-61.00130081176758||MQ|-14.364|BOTH|MEDIUM|TFFF
88099|FOG|Foggia|VOR|114200|41.429500579833984|15.531399726867676|266|IT|2.187|LO|MEDIUM|LIBF
88100|FOG|Foggia|NDB|340|41.43080139160156|15.531399726867676||IT|2.187|LO|LOW|LIBF
88101|FOK|Suffolk Co|TACAN|111000|40.837799072265625|-72.63179779052734|50|US|-14.014|BOTH|LOW|
88102|FOR|Forli|NDB|423|44.24810028076172|11.924699783325195||IT|1.419|TERMINAL|LOW|LIPK
88103|FOR|Forsol|NDB|318|70.72039794921875|23.832300186157227||NO|9.25|BOTH|MEDIUM|
88104|FOR|Forsyth|NDB|236|46.26940155029297|-106.51799774169922|2715|US|11.151|TERMINAL|LOW|
88105|FOS|Fairoaks|NDB|348|51.3474006652832|-0.5654289722442627|80|GB|-2.253|TERMINAL|LOW|EGTF
88106|FOT|Fortuna|VORTAC|114000|40.67129898071289|-124.23500061035156|400|US|15.491|BOTH|MEDIUM|
88107|FOW|Halfway|VOR-DME|111200|44.20439910888672|-93.37049865722656|1098|US|1.275|LO|LOW|
88108|FOX|Fox|NDB|356|64.96900177001953|-147.5800018310547||US|22.378|LO|LOW|PAFA
88109|FOY|Foynes|NDB|395|52.56629943847656|-9.195409774780273||IE|-6.098|BOTH|LOW|EINN
88110|FOZ|Foz|VOR-DME|112100|-25.58329963684082|-54.503501892089844|787|BR|-14.179|BOTH|HIGH|SBFI
88111|FOZ|Foz|NDB|410|-25.531200408935547|-54.570499420166016||BR|-14.159|BOTH|MEDIUM|SBFI
88112|FOZ|Bigfork|NDB|345|47.78350067138672|-93.65390014648438|1347|US|1.103|LO|LOW|
88113|FPB|Beira|NDB|240|-12.430999755859375|-64.42549896240234||BR|-9.491|LO|MEDIUM|
88114|FPN|Fredericks Point|NDB|372|56.792301177978516|-132.8209991455078||US|22.19|LO|LOW|PAPG
88115|FPR|Fort Pierce|NDB|275|27.4867000579834|-80.37329864501953|24|US|-5.444|TERMINAL|LOW|KFPR
88116|FPY|Foley|NDB|254|29.9960994720459|-83.5863037109375|41|US|-3.595|TERMINAL|LOW|
88117|FQ|Fukui|NDB|400|36.17539978027344|136.22000122070312||JP|-7.291|BOTH|MEDIUM|RJNF
88118|FQF|Falcon|VORTAC|116300|39.690101623535156|-104.62100219726562|5780|US|9.243|BOTH|HIGH|
88119|FQG|Fuqing|VOR-DME|117400|25.739999771118164|119.38300323486328|378|CN|-3.385|BOTH|HIGH|ZSFZ
88120|FQM|Williamsport|VOR-DME|114400|41.338600158691406|-76.77490234375|2090|US|-11.368|BOTH|MEDIUM|KIPT
88121|FQW|Walter Hill|NDB|371|35.96110153198242|-86.37110137939453|560|US|-2.595|LO|LOW|
88122|FR|Fort Resolution|NDB|274|61.15420150756836|-113.63899993896484||CA|19.558|LO|MEDIUM|CYFR
88123|FR|Wufengxi|NDB|312|30.606700897216797|104.47699737548828||CN|-1.492|BOTH|MEDIUM|
88124|FR|Foxtrot Romero|NDB|375|61.41849899291992|21.927000045776367||FI|6.107|LO|LOW|EFPO
88125|FR|Frankfurt|NDB|297|50.06570053100586|8.683489799499512||DE|0.483|TERMINAL|LOW|EDDF
88127|FR|Monrovia Roberts|NDB|263|6.216209888458252|-10.383299827575684||LR|-8.07|TERMINAL|LOW|GLRB
88128|FR|Bir Moghrein|NDB|408|25.21649932861328|-11.583800315856934||MR|-4.57|BOTH|MEDIUM|GQPT
88129|FR|Frikk|NDB|407|40.7765007019043|-73.4823989868164||US|-13.312|TERMINAL|LOW|KFRG
88130|FRA|Friant|VORTAC|115600|37.104400634765625|-119.59500122070312|2380|US|14.062|BOTH|MEDIUM|5CL0
88131|FRA|Sarajevo|NDB|436|43.824501037597656|18.333999633789062|1707|BA|2.566|LO|LOW|LQSA
88132|FRA|Fora|NDB|173|-21.767799377441406|-43.38370132446289||BR|-21.413|LO|MEDIUM|SBJF
88133|FRC|Franca|NDB|405|-20.58370018005371|-47.38249969482422|3292|BR|-20.017|LO|MEDIUM|
88134|FRD|Frankfurt|DME|115900|50.03049850463867|8.567049980163574|441|DE|0.463|TERMINAL|MEDIUM|EDDF
88135|FRE|Freistadt|VOR-DME|113500|48.431800842285156|14.129799842834473|2014|AT|2.171|BOTH|HIGH|
88136|FRH|Faranah|VOR|112100|10.05090045928955|-10.760000228881836||GN|-7.075|BOTH|HIGH|GUFH
88137|FRI|Fort Riley|VOR|109400|38.97019958496094|-96.86100006103516|1240|US|4.351|TERMINAL|LOW|KFRI
88138|FRI|Fribourg|VOR-DME|110850|46.7775993347168|7.223499774932861|2659|CH|0.315|BOTH|HIGH|
88139|FRK|Fairoaks|DME|109850|51.3474006652832|-0.5654289722442627|80|GB|-2.253|TERMINAL|LOW|EGTF
88140|FRM|Formosa|VOR-DME|114100|-15.557600021362305|-47.34709930419922|3166|BR|-20.337|BOTH|MEDIUM|
88141|FRM|Fairmont|VOR-DME|110200|43.645999908447266|-94.42259979248047|1160|US|2.251|LO|MEDIUM|
88142|FRM|Formosa|NDB|210|-15.551300048828125|-47.34619903564453||BR|-20.34|LO|MEDIUM|SWFR
88143|FRS|Frosinone|VOR-DME|115600|41.6422004699707|13.295000076293945|632|IT|1.549|LO|HIGH|LIRH
88144|FRS|Flores|VOR-DME|113300|39.4536018371582|-31.210399627685547|2358|PT|-12.233|BOTH|HIGH|LPFL
88145|FRS|Frosinone|NDB|371|41.64390182495117|13.28969955444336||IT|1.548|LO|LOW|LIRH
88146|FRT|Forrest|NDB|268|-30.854999542236328|128.0989990234375||AU|3.402|BOTH|HIGH|YFRT
88147|FRT|Fairmont|NDB|248|34.902400970458984|-81.98480224609375|845|US|-6.068|TERMINAL|MEDIUM|KSPA
88148|FRT|Haastrecht|DME|117150|52.00429916381836|4.769130229949951||NL|-0.35|LO|HIGH|
88149|FRT|Lelystad|DME|111400|52.45000076293945|5.507719993591309||NL|-0.221|LO|HIGH|
88150|FRV|Franceville|VOR-DME|116100|-1.6530799865722656|13.443900108337402|1578|GA|-2.596|BOTH|HIGH|FOON
88151|FRV|Franceville|NDB|295|-1.6034200191497803|13.399299621582031||GA|-2.595|BOTH|LOW|FOON
88152|FRZ|Firenze|VORTAC|115200|44.027198791503906|11.003299713134766|4438|IT|1.296|BOTH|HIGH|
88153|FS|Fort Simpson|NDB|375|61.78580093383789|-121.26100158691406||CA|23.472|BOTH|MEDIUM|CYFS
88154|FS|Fjellstad|NDB|396|68.59860229492188|16.670700073242188||NO|4.495|LO|LOW|
88155|FS|Ust-Tsilma|NDB|780|65.40029907226562|52.20000076293945||RU|19.28|BOTH|HIGH|
88156|FS|Rokky|NDB|245|43.49420166015625|-96.82879638671875|1526|US|4.232|TERMINAL|MEDIUM|KFSD
88157|FS|Wizer|NDB|223|35.35419845581055|-94.21710205078125||US|2.541|TERMINAL|LOW|KFSM
88158|FSA|Formosa|VOR-DME|115600|-26.21030044555664|-58.224700927734375|193|AR|-11.057|BOTH|HIGH|SARF
88159|FSA|Fasa|NDB|216|28.896099090576172|53.722801208496094|4261|IR|2.201|BOTH|LOW|OISF
88160|FSB|Fassberg|NDB|284|52.91579818725586|10.18809986114502|329|DE|1.105|TERMINAL|LOW|ETHS
88161|FSD|Sioux Falls|VORTAC|115000|43.64950180053711|-96.78119659423828|1570|US|4.205|BOTH|HIGH|KFSD
88162|FSE|Fosston|NDB|224|47.589698791503906|-95.7697982788086|1276|US|3.098|TERMINAL|LOW|
88126|FSG|Fursatganj|VOR-DME|114300|26.2507991791|81.3777999878||IN|0.046|LO|MEDIUM|VIRB
88163|FSK|Fiska|VOR-DME|116400|41.099700927734375|22.99220085144043|1312|GR|3.283|BOTH|HIGH|
88164|FSK|Fauske|NDB|326|67.26409912109375|15.140399932861328||NO|3.423|RNAV|HIGH|ENBO
88165|FSK|Fort Scott|NDB|379|37.79690170288086|-94.7656021118164|900|US|3.052|TERMINAL|LOW|
88166|FSM|Fort Smith|VORTAC|110400|35.38840103149414|-94.27149963378906|430|US|2.562|BOTH|MEDIUM|KFSM
88167|FSR|El Fashir|VOR-DME|115000|13.61050033569336|25.329299926757812|2412|SD|1.395|BOTH|HIGH|HSFS
88168|FSR|El Fashir|NDB|394|13.624300003051758|25.326400756835938||SD|1.396|BOTH|HIGH|HSFS
88169|FST|Fort Stockton|VORTAC|116900|30.95210075378418|-102.97599792480469|2890|US|7.52|BOTH|HIGH|KFST
88170|FT|Fleten|NDB|345|61.35179901123047|5.552760124206543||NO|-1.16|TERMINAL|LOW|ENBL
88171|FT|Pruszcz Gdanski|NDB|618|54.240501403808594|18.745899200439453||PL|3.549|TERMINAL|LOW|EPPR
88172|FT|Flanc|NDB|344|33.76240158081055|-84.63890075683594|900|US|-3.546|TERMINAL|LOW|KFTY
88173|FT|Mufin|NDB|365|32.893001556396484|-97.37349700927734||US|5.005|TERMINAL|MEDIUM|KFTW
88174|FT|Skipi|NDB|321|39.791900634765625|-104.43399810791016|5407|US|9.19|TERMINAL|MEDIUM|
88175|FTI|Fort Union|VORTAC|117300|35.65760040283203|-105.13600158691406|6870|US|9.15|BOTH|HIGH|
88176|FTK|Fort Knox|VOR-DME|109600|37.90739822387695|-85.972900390625|740|US|-3.401|LO|LOW|KFTK
88177|FTM|Fatima|VOR-DME|113500|39.666099548339844|-8.493209838867188|686|PT|-3.493|BOTH|HIGH|
88178|FTO|Yukon River|NDB|242|66.58000183105469|-145.21299743652344|433|US|24.159|LO|MEDIUM|PFYU
88179|FTP|Fort Payne|NDB|426|34.52109909057617|-85.67330169677734|900|US|-3.163|TERMINAL|LOW|GE05
88180|FTR|Fronteira|NDB|220|-20.277000427246094|-49.18960189819336|1599|BR|-19.084|BOTH|MEDIUM|
88181|FTT|Guthrie|NDB|317|38.84280014038086|-92.00460052490234|877|US|0.583|TERMINAL|LOW|
88182|FTV|Francistown|VOR-DME|112400|-21.162599563598633|27.473899841308594|3300|BW|-11.197|BOTH|HIGH|FBFT
88183|FTV|Fuerteventura|VOR-DME|114100|28.43079948425293|-13.864500045776367|46|ES|-5.354|BOTH|HIGH|GCFV
88184|FTZ|Foristell|VORTAC|110800|38.69449996948242|-90.97129821777344|817|US|0.115|LO|MEDIUM|KSUS
88185|FTZ|Fitzroy Crossing|NDB|407|-18.18470001220703|125.55699920654297|368|AU|3.003|BOTH|MEDIUM|YFTZ
88186|FTZ|Fritzlar|NDB|468|51.08430099487305|9.415240287780762|1096|DE|0.592|TERMINAL|LOW|ETHF
88187|FU|Hamburg West|NDB|351|53.57550048828125|9.875809669494629||DE|1.032|TERMINAL|LOW|EDDH
88188|FU|Fukue|NDB|263|32.670799255371094|128.83099365234375|273|JP|-6.259|BOTH|MEDIUM|RJFE
88189|FU|Funafuti|NDB-DME|340|-8.52299976348877|179.2030029296875|9|TV|10.316|BOTH|MEDIUM|NGFU
88190|FUE|Fukue|VOR-DME|115800|32.66859817504883|128.82699584960938|296|JP|-6.258|BOTH|HIGH|RJFE
88191|FUJ|Fujairah|NDB|400|25.10219955444336|56.35060119628906||AE|1.214|BOTH|HIGH|OMFJ
88192|FUL|Fulda|VOR-DME|112100|50.592498779296875|9.57217025756836|1138|DE|1.03|BOTH|HIGH|
88193|FUN|Madeira|VOR-DME|112200|32.74700164794922|-16.705699920654297|504|PT|-6.335|BOTH|HIGH|LPMA
88194|FUR|Furnas|NDB|390|-20.70400047302246|-46.337799072265625|2413|BR|-20.327|BOTH|MEDIUM|SBFU
88195|FUZ|Ranger|VORTAC|115700|32.88949966430664|-97.17939758300781|637|US|4.536|BOTH|HIGH|KAFW
88196|FV|Nizhneudinsk|NDB|526|54.85329818725586|99.125||RU|0.128|TERMINAL|HIGH|
88197|FV|Venev|NDB|335|54.349998474121094|38.233299255371094||RU|9.138|BOTH|HIGH|
88198|FV|Larez|NDB|349|39.786399841308594|-86.19619750976562||US|-3.523|TERMINAL|LOW|
88199|FVE|Frenchville|NDB|257|47.26810073852539|-68.25669860839844|700|US|-18.366|TERMINAL|LOW|KFVE
