id|airportReference|airportIdentifier|lenth|width|surfaceType|lighted|closed
240321|19384|KBKT|4032|75|CON|1|0
240322|19384|KBKT|4632|150|CON|1|0
243808|19385|KBKV|5015|150|CON|1|0
243809|19385|KBKV|7001|150|CON|1|0
243010|3415|KBKW|6750|150|ASP|1|0
243011|3415|KBKW|5000|100|ASP|1|0
241963|19386|KBKX|5231|100|ASP|1|0
241964|19386|KBKX|3599|60|ASP|1|0
241018|19387|KBLF|4742|100|ASP|1|0
239674|19388|KBLH|6543|150|ASP|1|0
239675|19388|KBLH|5800|100|ASP|1|0
244751|3416|KBLI|6701|150|ASP|1|0
240578|19389|KBLM|3707|50|ASP|0|0
240579|19389|KBLM|7300|80|ASP|1|0
243476|19390|KBLU|3300|50|ASP|1|0
244883|3417|KBLV|10000|150|CON|1|0
244882|3417|KBLV|8001|150|PEM|1|0
245394|19391|KBMC|7501|100|ASP|1|0
245558|3418|KBMG|3798|100|ASP|1|0
245559|3418|KBMG|6500|150|ASP|1|0
243260|3419|KBMI|8000|150|CON|1|0
243261|3419|KBMI|3723|100|ASP|0|1
243262|3419|KBMI|6525|150|PEM|1|0
244703|19392|KBML|5200|100|ASP|1|0
242500|19393|KBMQ|5000|75|ASP|1|0
242259|19394|KBMT|4000|75|ASP|1|0
242260|19394|KBMT|2300|100|GRS|0|0
243616|3420|KBNA|8001|150|CON|1|0
243618|3420|KBNA|7703|150|CON|1|0
243617|3420|KBNA|8000|150|CON|1|0
243619|3420|KBNA|11030|150|ASP|1|0
241200|19395|KBNG|5200|150|ASP|1|0
240458|19396|KBNL|5255|70|ASP|0|0
240459|19396|KBNL|5119|100|ASP|1|0
241561|19397|KBNO|4600|60|CON|1|0
241562|19397|KBNO|5100|75|ASP|1|0
244407|19398|KBNW|3298|290|GRE|0|0
244408|19398|KBNW|4807|75|PEM|1|0
241006|3421|KBOI|5000|75|ASP|0|1
241008|3421|KBOI|10000|150|ASP|1|0
241007|3421|KBOI|9763|150|ASP|1|0
240222|3422|KBOS|7861|150|ASP|1|0
240221|3422|KBOS|10005|150|ASP|1|0
240223|3422|KBOS|7000|150|ASP|1|0
250377|3422|KBOS|5000|100|ASPH-G|0|0
240225|3422|KBOS|2557|100|ASP|1|0
240224|3422|KBOS|10083|150|ASP|1|0
244103|19399|KBOW|5000|100|ASP|1|0
244105|19399|KBOW|5001|150|ASP|1|0
244104|19399|KBOW|4400|150|ASP|0|0
244106|19399|KBOW|5000|150|ASP|0|1
243653|19400|KBPG|4601|75|ASP|1|0
243654|19400|KBPG|8802|100|PEM|1|0
241149|19401|KBPI|3300|140|GRS|0|1
241150|19401|KBPI|6803|75|ASP|1|0
244259|19402|KBPK|5001|75|ASP|1|0
243179|19403|KBPP|4800|75|ASP|1|0
242538|3423|KBPT|6750|150|CON|1|0
242539|3423|KBPT|5070|150|PEM|1|0
241769|3424|KBQK|8001|150|PEM|1|0
243777|19404|KBQP|4000|100|ASP|1|0
240377|19405|KBQR|3200|75|ASP|1|0
243943|19406|KBRD|2800|75|ASP|0|1
243944|19406|KBRD|6500|150|ASP|1|0
243945|19406|KBRD|4080|75|ASP|1|0
253640|19406|KBRD|6500|150|CONC-E|0|0
245587|3425|KBRL|5350|100|CON|1|0
245588|3425|KBRL|6702|150|PEM|1|0
244285|3426|KBRO|3000|75|ASP|0|0
244284|3426|KBRO|7400|150|ASP|1|0
244286|3426|KBRO|6000|150|ASP|1|0
242169|19407|KBRY|5003|75|ASP|1|0
244852|19408|KBST|3000|150|ASP|0|1
244853|19408|KBST|4000|100|ASP|1|0
240947|20252|KBTA|4200|100|CON|1|0
241443|19409|KBTF|4700|70|ASP|1|0
242527|3427|KBTL|10003|150|ASP|1|0
242528|3427|KBTL|4018|150|ASP|0|1
242529|3427|KBTL|4835|100|ASP|1|0
244645|3428|KBTM|5545|75|ASP|0|1
244646|3428|KBTM|5100|75|ASP|1|0
244647|3428|KBTM|9001|150|ASP|1|0
244347|19410|KBTN|2300|120|GRS|0|0
244348|19410|KBTN|4200|75|ASP|1|0
244827|19411|KBTP|4005|100|ASP|1|0
245596|3429|KBTR|6900|150|CON|1|0
245595|3429|KBTR|3799|75|ASP|1|0
245597|3429|KBTR|7004|150|ASP|1|0
243900|3430|KBTV|3611|75|ASP|1|0
243901|3430|KBTV|8320|150|ASP|1|0
243950|19412|KBTY|5600|60|ASP|1|0
242278|19413|KBUB|3212|50|ASP|1|0
245233|3431|KBUF|8102|150|ASP|1|0
245234|3431|KBUF|7161|150|ASP|1|0
244002|19414|KBUM|4000|75|ASP|1|0
243001|3432|KBUR|5801|150|ASP|1|0
243002|3432|KBUR|6886|150|ASP|1|0
241677|19415|KBUU|2477|130|GRS|0|0
241678|19415|KBUU|4300|75|ASP|1|0
242519|19416|KBUY|5000|100|ASP|1|0
245705|19417|KBVI|4501|100|ASP|1|0
245356|19418|KBVN|3700|60|CON|1|0
240997|19419|KBVO|6200|100|PEM|1|0
245211|19420|KBVS|3000|60|ASP|1|0
245212|19420|KBVS|5477|100|ASP|1|0
241439|19421|KBVX|6002|150|ASP|1|0
241440|19421|KBVX|3078|60|ASP|0|0
241398|3433|KBVY|5001|150|ASP|1|0
241399|3433|KBVY|4634|100|ASP|1|0
242694|19422|KBWC|4402|60|ASP|1|0
239644|19423|KBWD|4596|100|ASP|1|0
239645|19423|KBWD|5599|150|ASP|1|0
244214|3434|KBWG|6500|150|ASP|1|0
244215|3434|KBWG|3955|150|ASP|1|0
245650|3435|KBWI|6000|150|ASP|1|0
245651|3435|KBWI|10502|200|ASP|1|0
245653|3435|KBWI|5000|100|ASP|1|0
245652|3435|KBWI|9501|150|ASP|1|0
243085|19424|KBWP|3280|150|GRS|0|0
243086|19424|KBWP|5100|75|ASP|1|0
243363|19425|KBXA|3799|100|ASP|1|0
244755|19426|KBXG|4035|75|ASP|1|0
240968|19427|KBXK|3310|300|ASP|0|1
240969|19427|KBXK|3400|270|ASP|0|1
240970|19427|KBXK|5500|75|ASP|1|0
242120|19428|KBYG|6143|75|ASP|1|0
241394|3436|KBYH|11602|150|PEM|1|0
242145|19429|KBYI|4094|80|ASP|1|0
242146|19429|KBYI|4067|75|ASP|1|0
239775|19430|KBYS|9500|175|GRE|1|0
239776|19430|KBYS|5800|175|GRE|0|0
243719|19431|KBYY|5107|75|ASP|1|0
245494|3437|KBZN|2650|75|ASP|0|0
245495|3437|KBZN|3197|80|GRS|0|0
245496|3437|KBZN|9003|150|ASP|1|0
239885|19432|KC02|3830|75|ASP|1|0
244524|19433|KC03|3675|50|ASP|1|0
240166|19434|KC04|3500|75|ASPH-G|1|0
240167|19434|KC04|2240|100|TURF-G|0|0
239813|19435|KC08|7000|55|ASP|0|0
243416|19436|KC09|4001|75|ASP|1|0
245189|19437|KC15|5000|75|ASP|1|0
239887|19438|KC16|4001|55|CON|1|0
239888|19438|KC16|3654|140|GRS|0|0
240043|19439|KC17|3775|100|COM|1|0
240813|19440|KC20|1944|115|GRS|0|0
240814|19440|KC20|4161|75|ASP|1|0
240111|19441|KC22|3401|80|ASP|1|0
241237|19442|KC24|6880|60|ASP|0|0
239859|19443|KC27|3465|50|ASP|1|0
240821|19444|KC29|2000|120|GRE|0|0
240822|19444|KC29|4000|100|ASP|1|0
240823|19444|KC29|2927|38|ASP|0|1
240824|19444|KC29|2195|110|GRS|0|1
241058|19445|KC35|2510|50|ASP|1|0
241059|19445|KC35|4840|75|ASP|1|0
241537|19446|KC47|2560|40|ASP|0|0
241538|19446|KC47|3775|60|ASP|1|0
245736|19447|KC62|4400|75|ASP|1|0
245712|19448|KC65|4400|60|ASP|1|0
244862|19449|KC71|3127|60|ASP|0|0
244892|19450|KC73|3899|75|ASP|1|0
244893|19450|KC73|2803|75|ASP|1|0
241354|19451|KC74|3000|50|ASP|1|0
241569|19452|KC75|3200|75|ASP|1|0
241570|19452|KC75|2200|50|ASP|1|0
241160|19453|KC77|2709|200|GRS|0|0
241161|19453|KC77|3773|50|ASP|1|0
241162|19453|KC77|2467|150|GRS|0|0
240883|19454|KC80|2500|60|GVL|0|0
240884|19454|KC80|5000|100|ASP|1|0
243814|19455|KC81|3573|40|COP|0|0
243815|19455|KC81|3270|40|ASP|1|0
240844|19456|KC83|3000|75|ASP|1|0
240845|19456|KC83|4500|100|ASP|1|0
245215|19457|KC91|2200|100|GRS|0|0
245216|19457|KC91|4700|100|ASP|1|0
242926|19458|KCAD|5000|100|ASP|1|0
242927|19458|KCAD|2005|150|GRS|0|0
241977|3438|KCAE|8001|150|PEM|1|0
241978|3438|KCAE|8601|150|ASP|1|0
243514|19459|KCAG|5600|100|ASP|1|0
244004|3439|KCAK|7601|150|ASP|1|0
244005|3439|KCAK|7597|150|ASP|1|0
244006|3439|KCAK|5599|150|ASP|0|1
244212|19460|KCAO|6300|75|ASP|1|0
244213|19460|KCAO|4100|60|ASP|1|0
240840|3440|KCAR|4003|100|ASP|1|0
240841|3440|KCAR|3017|75|ASP|1|0
243636|19461|KCAV|1380|110|GRS|0|1
243637|19461|KCAV|3515|60|CON|1|0
240764|19462|KCBE|5048|150|ASP|1|0
240765|19462|KCBE|2442|150|ASP|1|0
243665|19463|KCBF|4100|75|CON|1|0
243666|19463|KCBF|4000|100|CON|1|0
242866|19464|KCBG|4000|75|ASP|1|0
241339|19465|KCBK|2600|80|GRS|0|0
241340|19465|KCBK|2660|90|GRS|0|0
241341|19465|KCBK|5109|75|CON|1|0
245878|3441|KCBM|12000|300|PEM|1|0
245880|3441|KCBM|8000|150|PEM|1|0
245879|3441|KCBM|6300|175|CON|1|0
252777|19466|KCC|5000|2000|WATER|0|0
251976|16630|KCCA|4012|50|ASPH-G|0|0
244076|19467|KCCB|3864|75|ASP|1|0
244562|19468|KCCO|5500|100|ASP|1|0
244515|19469|KCCR|5001|150|PEM|1|0
244514|19469|KCCR|2770|75|ASP|1|0
244517|19469|KCCR|4602|150|PEM|1|0
244516|19469|KCCR|2799|75|ASP|0|0
244627|19470|KCCY|2536|160|GRS|0|0
244628|19470|KCCY|4001|75|CON|1|0
244629|19470|KCCY|1780|170|GRS|0|0
245520|18977|KCDA|3300|60|ASP|1|0
245261|3442|KCDC|8653|150|ASP|1|0
245262|3442|KCDC|4822|60|ASP|1|0
242489|19471|KCDH|6501|100|ASP|1|0
243974|19472|KCDI|4298|75|ASP|1|0
239650|19473|KCDN|5000|100|ASP|1|0
239651|19473|KCDN|2998|100|ASP|0|0
242165|19474|KCDR|6001|100|CON|1|0
242166|19474|KCDR|4401|75|CON|1|0
241574|19475|KCDS|4425|60|ASP|0|0
241575|19475|KCDS|4196|150|ASP|0|1
241576|19475|KCDS|5949|75|ASP|1|0
244339|19476|KCDW|4553|80|ASP|1|0
256865|19476|KCDW|3721|75|ASPH-G|0|0
243557|19477|KCEA|3873|40|ASP|0|0
242279|3443|KCEC|5002|150|ASP|1|0
242280|3443|KCEC|5002|150|ASP|1|0
245354|3444|KCEF|11597|301|ASP|1|0
245355|3444|KCEF|7082|150|ASP|1|0
241790|19478|KCEK|3370|150|GRS|0|0
241791|19478|KCEK|4202|75|CON|1|0
239743|19479|KCEU|4399|100|ASP|1|0
245257|19480|KCEV|2833|100|GRS|0|0
245258|19480|KCEV|6500|100|ASP|1|0
241899|3445|KCEW|8005|150|ASP|1|0
241811|19481|KCEY|6200|100|ASP|1|0
241999|19482|KCEZ|7205|100|ASP|1|0
242801|19483|KCFD|4000|75|ASPH-G|1|0
242802|19483|KCFD|1330|40|GRS|0|0
252148|16710|KCFE|2600|60|ASPH-G|0|0
244575|19484|KCFJ|4500|75|ASP|1|0
245186|19485|KCFS|4300|75|ASP|1|0
245187|19485|KCFS|2300|110|GRS|0|0
242859|19486|KCFT|4970|75|ASP|1|0
240289|19487|KCFV|4000|75|ASP|0|0
240290|19487|KCFV|5872|100|ASP|1|0
244384|19488|KCGC|4555|75|ASP|1|0
244385|19488|KCGC|3020|100|GRS|0|0
241348|19489|KCGE|4476|75|ASP|1|0
240812|3446|KCGF|5102|100|ASP|1|0
244247|3447|KCGI|3996|100|PEM|1|0
244248|3447|KCGI|6499|150|CON|1|0
240137|19490|KCGS|2607|60|ASP|1|0
244088|19491|KCGZ|5200|100|ASP|1|0
242183|3448|KCHA|7400|150|ASP|1|0
242184|3448|KCHA|5000|150|ASP|1|0
244619|19492|KCHD|4401|75|ASP|1|0
244618|19492|KCHD|4870|75|ASP|1|0
248301|19493|KCHK|2525|100|TURF-G|0|0
244254|19493|KCHK|5100|100|CON|1|0
244255|19493|KCHK|2840|145|GRS|0|0
241247|19494|KCHN|4000|75|ASP|1|0
243593|3449|KCHO|6001|150|ASP|1|0
242946|19495|KCHQ|3196|60|ASP|1|0
245051|3450|KCHS|7004|150|ASP|1|0
245052|3450|KCHS|9001|200|CON|1|0
244768|19496|KCHT|3614|110|GRE|0|0
244769|19496|KCHT|3900|74|ASP|1|0
242291|19497|KCHU|3499|77|ASP|1|0
243894|19498|KCIC|6724|150|ASP|1|0
243893|19498|KCIC|3005|60|ASP|0|0
242544|3451|KCID|8601|150|PER|1|0
242545|3451|KCID|6200|150|PER|1|0
242143|19499|KCII|3700|60|ASP|1|0
242144|19499|KCII|5000|75|ASP|1|0
242698|19500|KCIN|2620|125|GRS|0|0
242699|19500|KCIN|5500|100|CON|1|0
244112|19501|KCIR|3201|60|ASP|1|0
244113|19501|KCIR|4003|100|ASP|1|0
245140|3452|KCIU|5000|75|ASP|1|0
245141|3452|KCIU|7201|200|CON|1|0
240918|19502|KCJR|5000|100|ASP|1|0
243439|19503|KCKA|5500|150|CON|0|1
243440|19503|KCKA|7946|150|CON|0|0
243152|3453|KCKB|7000|150|ASP|1|0
244098|19504|KCKC|4199|75|ASP|1|0
242717|19505|KCKF|5006|100|ASP|0|0
242718|19505|KCKF|5001|150|ASP|1|0
242719|19505|KCKF|5040|150|ASP|0|1
244238|19506|KCKI|5000|75|ASP|1|0
244664|19507|KCKM|5404|100|ASP|1|0
243870|19508|KCKN|2089|202|GRS|0|0
243871|19508|KCKN|4300|75|ASP|1|0
243872|19508|KCKN|2978|202|GRS|0|0
244993|19509|KCKP|1980|100|GRS|0|0
244994|19509|KCKP|4000|75|CON|1|0
244195|19510|KCKV|4004|100|ASP|0|0
244196|19510|KCKV|6000|100|ASP|1|0
241494|20619|KCKZ|4215|100|ASP|1|0
249045|19511|KCL|1810|60|GRVL-F|0|0
240929|3454|KCLE|7096|150|CON|1|0
240931|3454|KCLE|9000|150|CON|1|0
240930|3454|KCLE|8999|150|CON|1|0
240932|3454|KCLE|6017|150|PEM|1|0
241546|19512|KCLI|3299|100|ASP|1|0
241547|19512|KCLI|2000|170|GRS|0|0
241548|19512|KCLI|4600|75|ASP|1|0
245899|19513|KCLK|1416|245|GRS|0|0
245900|19513|KCLK|4300|75|ASP|1|0
243970|3455|KCLL|5149|150|CON|0|0
243971|3455|KCLL|5159|150|ASP|1|0
243972|3455|KCLL|7000|150|PEM|1|0
245164|3456|KCLM|6347|150|ASP|1|0
245165|3456|KCLM|3245|50|ASP|1|0
245994|19514|KCLR|3423|50|ASP|0|0
244770|19515|KCLS|5000|150|CON|1|0
245926|3457|KCLT|7502|150|PEM|1|0
248058|3457|KCLT|10000|150|CONC-F|0|0
245928|3457|KCLT|8676|150|PEM|1|0
245927|3457|KCLT|10000|150|CON|1|0
243990|19516|KCLW|3300|75|ASP|1|0
243379|19517|KCMA|6013|150|PEM|1|0
244547|3458|KCMH|8000|150|ASP|1|0
244546|3458|KCMH|10125|150|ASP|1|0
245944|3459|KCMI|6500|150|CON|1|1
245946|3459|KCMI|8100|150|CON|1|0
245945|3459|KCMI|3817|75|ASP|1|0
245947|3459|KCMI|5299|150|CON|1|0
241597|19518|KCMR|5992|100|ASP|1|0
244797|3460|KCMX|5196|100|ASP|1|0
244798|3460|KCMX|6501|150|ASP|1|0
242960|19519|KCMY|4295|50|ASP|1|0
242961|19519|KCMY|4708|100|ASP|1|0
247769|19520|KCN|5000|2000|WATER|0|0
240207|19521|KCNB|4650|75|ASP|1|0
241104|19522|KCNC|4000|75|CON|1|0
241105|19522|KCNC|2800|75|CON|1|0
244685|19523|KCNH|2010|100|ASP|0|1
244686|19523|KCNH|3100|100|ASP|1|0
241201|19524|KCNK|1665|260|GRS|0|0
241202|19524|KCNK|2205|300|GRS|0|0
241203|19524|KCNK|3600|60|ASP|1|0
242356|3461|KCNM|7854|150|ASP|1|0
242357|3461|KCNM|5333|75|ASP|1|0
242359|3461|KCNM|4615|150|ASP|0|0
242358|3461|KCNM|5839|100|ASP|1|0
245515|19525|KCNO|6023|150|ASP|1|0
245517|19525|KCNO|4858|150|ASP|1|0
245516|19525|KCNO|7000|150|ASP|1|0
245319|19526|KCNP|4000|55|ASP|1|0
239906|19527|KCNU|2200|135|GRS|0|0
239907|19527|KCNU|4255|75|ASP|1|0
240835|19528|KCNW|8600|150|ASP|1|0
240834|19528|KCNW|6292|150|CON|0|0
242614|19529|KCNY|7100|75|ASP|1|0
244791|19530|KCOD|8268|100|ASP|1|0
242674|19531|KCOE|5400|75|ASP|1|0
242675|19531|KCOE|7400|100|ASP|1|0
242681|3462|KCOF|9023|200|ASP|1|0
242682|3462|KCOF|4000|200|ASP|1|0
242321|19532|KCOI|3601|75|ASP|1|0
244365|19533|KCOM|4503|75|ASP|1|0
245959|19534|KCON|3999|150|ASP|0|1
245960|19534|KCON|3200|75|ASP|1|0
245961|19534|KCON|6005|100|ASP|1|0
242931|19535|KCOQ|3100|75|ASP|1|0
242932|19535|KCOQ|4003|75|ASP|1|0
245222|3463|KCOS|8269|150|ASP|1|0
245224|3463|KCOS|13501|150|CON|1|1
245223|3463|KCOS|11022|150|ASP|1|0
245561|19536|KCOT|5005|75|ASP|1|0
244042|3464|KCOU|6501|150|CON|1|0
244043|3464|KCOU|4401|75|ASP|1|0
243587|19537|KCPC|5500|75|ASP|1|0
243280|19538|KCPK|5500|100|ASP|1|0
242032|19539|KCPM|3322|60|ASP|0|0
242031|19539|KCPM|3322|60|ASP|1|0
245905|3465|KCPR|10164|150|ASP|1|0
245906|3465|KCPR|8679|150|ASP|1|0
245907|3465|KCPR|6484|60|ASP|0|0
245908|3465|KCPR|7696|60|ASP|0|0
254773|19540|KCPS|2799|75|ASPH-F|0|0
242030|19540|KCPS|3800|75|CON|1|0
242029|19540|KCPS|6997|100|ASP|1|0
242986|19541|KCPT|5700|100|ASP|1|0
243400|19542|KCPU|3603|60|ASP|1|0
242795|19543|KCQA|3795|75|ASP|1|0
245421|19544|KCQB|4000|60|ASP|1|0
249703|19545|KCQM|1570|120|TURF-F|0|0
242757|19545|KCQM|3200|75|ASP|1|0
242025|19546|KCQW|5000|75|ASP|1|0
244452|19547|KCQX|3001|100|ASP|1|0
255123|19548|KCR|3250|100|GRAVEL|0|0
243123|19549|KCRE|5996|100|ASP|1|0
243433|19550|KCRG|4004|100|ASP|1|0
243434|19550|KCRG|3998|100|ASP|1|0
243063|19551|KCRO|3800|50|ASP|1|0
244379|3466|KCRP|7508|150|ASP|1|0
244380|3466|KCRP|6080|150|ASP|1|0
241915|19552|KCRQ|4897|150|ASP|1|0
242814|19553|KCRS|3200|75|GRS|0|0
242815|19553|KCRS|4999|75|ASP|1|0
241095|19554|KCRT|5009|75|ASP|1|0
241242|3467|KCRW|6302|150|ASP|1|0
241243|3467|KCRW|4751|150|ASP|1|0
257527|19555|KCRX|6500|100|ASPH-G|0|0
240033|19556|KCRZ|2684|50|CON|1|0
243137|19557|KCSB|4099|60|ASP|1|0
243477|3468|KCSG|6997|150|ASP|1|0
243478|3468|KCSG|3997|150|ASP|1|0
242464|19558|KCSM|5193|75|CON|0|0
242463|19558|KCSM|13503|150|CON|1|0
242435|19559|KCSQ|1692|100|GRS|0|0
242436|19559|KCSQ|4901|75|ASP|1|0
242270|3469|KCSV|5418|100|ASP|1|0
240773|3470|KCTB|5299|75|ASP|1|0
240774|3470|KCTB|5300|75|ASP|1|0
241850|19560|KCTJ|5652|100|ASP|1|0
243164|19561|KCTK|3295|60|ASP|1|0
243165|19561|KCTK|3899|75|ASP|1|0
241900|19562|KCTY|5005|75|ASP|1|0
241901|19562|KCTY|5001|100|ASP|1|0
242449|19563|KCTZ|4220|75|ASP|1|0
244736|19564|KCUB|5002|75|ASP|1|0
245982|19565|KCUH|2860|80|GRE|0|0
245983|19565|KCUH|2700|55|GRE|0|0
245984|19565|KCUH|2500|75|GRE|0|0
245985|19565|KCUH|5201|100|CON|1|0
240777|19566|KCUL|4001|75|ASP|1|0
240012|19567|KCUT|5500|60|ASP|1|0
244850|21172|KCVB|4600|75|ASP|1|0
240940|3471|KCVG|12000|150|PEM|1|0
240941|3471|KCVG|11000|150|PEM|1|0
240943|3471|KCVG|10000|150|CON|1|0
240942|3471|KCVG|8000|150|CON|1|0
245483|19568|KCVK|5156|75|ASP|1|0
245862|19569|KCVN|6200|150|ASP|1|0
245863|19569|KCVN|2442|75|GRE|0|0
245864|19569|KCVN|5697|150|ASP|1|0
241312|3472|KCVO|3335|75|ASP|1|0
241313|3472|KCVO|5900|150|ASP|1|0
245418|3473|KCVS|10000|150|CON|1|0
245419|3473|KCVS|8200|150|PEM|1|0
245117|19570|KCVX|1280|200|GRS|0|0
245118|19570|KCVX|4550|75|ASP|1|0
240365|19571|KCWA|7645|150|CON|1|0
240366|19571|KCWA|6501|150|CON|1|0
244431|21154|KCWC|4450|75|ASP|1|0
239974|19572|KCWF|10701|200|CON|1|0
240944|19573|KCWI|5204|100|ASP|1|0
240945|19573|KCWI|3700|100|ASP|1|0
241168|19574|KCWS|4875|100|ASP|1|0
241169|19574|KCWS|3278|60|ASP|1|0
240951|19575|KCWV|5002|75|ASP|1|0
243207|19576|KCXE|3400|50|ASP|1|0
243882|3474|KCXL|4679|75|ASP|1|0
242624|3475|KCXO|3974|100|ASP|1|0
242625|3475|KCXO|6000|150|ASP|1|0
242649|19577|KCXP|5906|75|ASP|1|0
244129|19578|KCXU|4005|60|ASP|1|0
241607|19579|KCXY|5001|150|ASP|1|0
241608|19579|KCXY|3925|100|ASP|1|0
240635|19580|KCYO|4351|75|ASP|1|0
245040|3476|KCYS|9267|150|CON|1|0
245041|3476|KCYS|6691|150|ASP|1|0
244295|19581|KCYW|4199|75|ASP|1|0
245706|19582|KCZD|4201|75|CON|1|0
245707|19582|KCZD|3000|300|GRE|0|0
241453|19583|KCZG|3900|75|ASP|1|0
242205|19584|KCZL|6000|75|ASP|1|0
239769|19585|KCZT|4997|75|ASP|1|0
244989|19586|KD00|3103|60|ASP|1|0
242473|19587|KD02|3400|50|ASP|1|0
244047|19588|KD05|2900|120|GRS|0|0
244048|19588|KD05|3700|60|ASP|1|0
240975|19589|KD07|4200|60|ASP|1|0
241888|19590|KD09|2000|150|GRS|0|0
241889|19590|KD09|3701|60|ASP|1|0
240168|19591|KD11|3600|125|GRS|1|0
243492|19592|KD14|3002|60|ASP|1|0
239822|19593|KD17|4100|40|ASP|0|0
239823|19593|KD17|2000|70|GVL|0|0
240381|19594|KD23|3220|60|GVL|1|0
240382|19594|KD23|2710|80|GRE|0|0
243078|19595|KD25|3299|120|GRS|0|0
243079|19595|KD25|3500|60|ASP|1|0
243066|19596|KD31|3000|50|ASP|1|0
242421|19597|KD37|2606|200|GRS|0|0
242422|19597|KD37|3205|75|ASP|1|0
243994|19599|KD39|2270|140|TURF-P|0|0
243995|19599|KD39|3300|60|ASP|1|0
239786|19600|KD42|3400|75|ASP|1|0
243300|19601|KD50|2700|100|GRS|0|0
243301|19601|KD50|3800|60|ASP|1|0
240446|19602|KD54|3300|50|ASP|1|0
245125|19603|KD55|2400|150|GRS|0|0
245126|19603|KD55|3600|60|ASP|1|0
242294|19604|KD56|3200|56|ASP|1|0
240474|19605|KD57|3800|60|ASP|1|0
242973|19606|KD60|3200|120|GRS|0|0
242974|19606|KD60|4501|75|ASP|1|0
243977|19607|KD64|3000|60|ASP|1|0
244425|19608|KD68|8417|75|ASP|1|0
244426|19608|KD68|4589|60|ASP|1|0
240998|19609|KD73|4112|60|ASP|1|0
244584|19610|KD74|3588|37|ASP|1|0
241335|19611|KD83|3240|50|ASP|0|0
242203|19612|KD86|3012|60|ASP|1|0
244677|19613|KD95|1900|150|GRS|0|0
244678|19613|KD95|3800|75|ASP|1|0
245642|19614|KD98|2092|50|ASP|0|1
245643|19614|KD98|4795|50|ASP|0|1
245644|19614|KD98|4000|75|ASP|1|0
244820|3477|KDAA|5618|75|ASP|1|0
241378|3478|KDAB|10500|150|ASP|1|0
241377|3478|KDAB|3195|100|ASP|1|0
241379|3478|KDAB|6001|150|ASP|1|0
246799|17097|KDAF|2700|60|ASPH-F|0|0
244625|19615|KDAG|5119|100|ASP|1|0
244626|19615|KDAG|6400|150|ASP|1|0
241143|3479|KDAL|7752|150|CON|1|0
241142|3479|KDAL|8800|150|CON|1|0
241144|3479|KDAL|6147|150|ASP|1|0
243308|3480|KDAN|6500|150|ASP|1|0
243309|3480|KDAN|4020|100|ASP|1|0
241434|19616|KDAW|4001|100|ASP|1|0
242737|3481|KDAY|10900|150|PEM|1|0
242736|3481|KDAY|7001|150|PEM|1|0
242738|3481|KDAY|8502|150|PEM|1|0
245645|19617|KDBN|6002|150|ASP|1|0
245646|19617|KDBN|5004|150|ASP|0|0
244565|3482|KDBQ|6502|100|CON|1|0
244566|3482|KDBQ|6327|150|CON|1|0
241380|3483|KDCA|6869|150|ASP|1|0
241381|3483|KDCA|4911|150|ASP|1|0
241382|3483|KDCA|5204|150|ASP|1|0
245197|19178|KDCM|4998|150|ASP|0|0
245198|19178|KDCM|4982|100|ASP|0|1
245199|19178|KDCM|5000|100|ASP|1|0
244556|19618|KDCU|6107|100|ASP|1|0
242471|19619|KDCY|4621|75|ASP|1|0
243430|3484|KDDC|4649|100|ASP|1|0
243431|3484|KDDC|6899|100|ASP|1|0
240302|19620|KDDH|3704|75|ASP|1|0
243912|3485|KDEC|8496|150|PEM|1|0
243913|3485|KDEC|6799|150|PEM|1|0
243914|3485|KDEC|5299|150|ASP|1|0
239936|19621|KDED|4301|75|ASP|1|0
239937|19621|KDED|3600|200|ASP|0|1
239938|19621|KDED|6001|100|ASP|1|0
239939|19621|KDED|5999|200|ASP|0|1
242943|19622|KDEH|4001|75|CON|1|0
244458|3486|KDEN|12000|150|CON|1|0
244459|3486|KDEN|12000|150|CON|1|0
244461|3486|KDEN|12000|150|CON|1|0
244460|3486|KDEN|16000|200|CON|1|0
244463|3486|KDEN|12000|150|CON|1|0
244462|3486|KDEN|12000|150|CON|1|0
245305|19623|KDEQ|5000|75|ASP|1|0
244267|3487|KDET|4025|100|ASP|1|0
244268|3487|KDET|5090|100|ASP|1|0
245180|19624|KDEW|3200|60|ASP|0|0
245181|19624|KDEW|6100|75|ASP|1|0
244357|19625|KDFI|4197|72|ASP|1|0
243410|3488|KDFW|9000|200|CON|1|0
243409|3488|KDFW|9301|150|CON|1|0
243411|3488|KDFW|13401|150|CON|1|0
243413|3488|KDFW|8500|150|CON|1|0
243412|3488|KDFW|13401|200|CON|1|0
243415|3488|KDFW|13400|200|CON|1|0
243414|3488|KDFW|13400|150|CON|1|0
242641|19626|KDGL|5760|75|ASP|1|0
242642|19626|KDGL|4095|100|GRE|0|0
241234|19627|KDGW|4760|75|ASP|1|0
241235|19627|KDGW|6532|100|ASP|1|0
244287|3489|KDHN|8498|150|ASP|1|0
244288|3489|KDHN|5000|150|ASP|1|0
240911|19628|KDHT|5669|75|ASP|1|0
240912|19628|KDHT|6400|75|ASP|1|0
245299|19629|KDIJ|7302|75|ASP|1|0
242987|19630|KDIK|4700|75|ASP|1|0
242988|19630|KDIK|6400|100|ASP|1|0
240266|19632|KDKB|7227|100|ASP|1|0
