Manufacturer|Model|EngineType|pwrEachEngine|maxSpeed|cruiseSpeed|StallSpeedDirty|fuelWeight|serviceCeiling|rateOfClimb|takeoffOver50ft|takeoffGroundRun|landingOver50ft|landingGroundRoll|grossWeight|emptyWeight|length|height|wingSpan|rangeNM
Aeronca|15 AC Sedan|Piston|145|104|91|46|36|13000|450|900||1300||2050|1180|25/3|10/3|37/5|370
Aeronca|11 CC Super Chief|Piston|85|89|83|44|15|12300|600|720||800||1350|820|20/7|8/9|36/1|190
Aeronca|7 CCM Champ|Piston|90|90|78|37|19|16000|650|475||850||1300|810|21/5|8/7|35/0|210
Aeronca|7 DC Champ|Piston|85|88|78|37|19|13000|620|500||850||1300|800|21/5|8/7|35/0|210
Aeronca|7 AC Champ|Piston|65|83|74|33|14|12500|370|632||885||1220|740|21/5|8/9|35/0|175
Aeronca|11 AC Chief|Piston|65|78|72|33|15|11000|360|583||880||1250|786|20/4|8/9|36/1|180
Aerostar Aircraft Corporation|PA-60-700P Aerostar (preliminary)|Piston|350|264|230|80|165|25000|1820|3080|1950|2100|1425|6315|4275|34/10|12/1|36/8|868
Aerostar Aircraft Corporation|PA-602P Aerostar|Piston|290|262|247|77|165|28000|1755|2250|1800|2076|1217|6000|4125|34/9|12/1|36/7|1020
Aerostar Aircraft Corporation|PA-601P pressurized Aerostar ('77 service ceiling=26,350)|Piston|290|257|235|77|165|25000|1460|2490|1900|2030|1230|6000|4056|34/10|12/1|36/8|1101
Aerostar Aircraft Corporation|PA-601B turbochg Aerostar (prior'80=less perf)|Piston|290|257|237|77|165|30000|1460|2490|1900|2030|1230|6000|3958|34/10|12/1|36/8|1174
Aerostar Aircraft Corporation|PA-601, 601A, turbochg Aerostar|Piston|290|271|236|69|174|30100|1700|2200|1800|1625|980|5700|3750|34/10|12/1|34/2|1174
Aerostar Aircraft Corporation|PA-600,600A,-Aerostar|Piston|290|220|212|74|165|21200|1800|1950|1550|1840|1040|5500|3737|34/10|12/1|34/2|1200
Ag Cat Corp|G164B Turbine (spec for 680 hp)|Propjet|680||113||80|||900||||5200|3150|33/1|12/1|42/5|
Ag Cat Corp|G164C-600 AG-CAT (design category) sprayer|Piston|600|104|91|60|80|||2080|1080|1190|588|6300|3650|30/0|11/5|42/3|235
Ag Cat Corp|G164B-600 AG-CAT (design category) sprayer|Piston|600||100|52|64||1360|1050|430|1150|565|5200|3650|25/6|11/6|42/5|200
Ag Cat Corp|G164A-600 AG-CAT (design category)|Piston|600|128|96|59|46|14500|1600|860|505|770|410|4500|3160|24/4|10/10|35/11|148
Ag Cat Corp|G164B-525 (design-sprayer) prior'78=25/11 length|Piston|525|128|91|52|46||1350||1000|540|1150|567|4500|3,150|26/1|42/3|155
Ag Cat Corp|G164B-450 (hopper=325 gal)|Piston|450||100||64||||1300|||5200|3325|24/2|11/6|42/5|190
Ag Cat Corp|G164B-450 AG CAT (design category) sprayer|Piston|450|128|91|52|46|14500|1060|1090|585|1150|567|4500|3100|25/7|11/0|42/3|190
Ag Cat Corp|G164A-450 AG CAT (design category)|Piston|450|128|91|58|46|14000|990|1145|630|750|390|4500|2870|24/4|11/0|35/11|190
Ag Cat Corp|G164A-300 AG CAT|Piston|300|128|74|54|46|11500|700|1200|750|1000|590|3750|2410|24/4|10/9|35/8|226
Ag Cat Corp|G164A-275 AG CAT|Piston|275|114|74|54|33|10250|600|1275|800|1000|590|3750|2400|24/4|10/9|35/8|117
Ag Cat Corp|G164A-245 AG CAT|Piston|245|114|70|54|33|8500|496|1300|825|1000|590|3750|2300|24/4|10/9|35/8|174
Ag Cat Corp|G164A-220 AG CAT|Piston|220|114|70|48|33|7000|435|1360|850|1000|590|3600|2200|24/4|10/9|35/8|190
Aircoupe-Alon|A-2|Piston|90|112|108|37|24|17300|640|1100|540|1200|350|1450|930|20/2|5/1|30/0|410
Aircoupe-Alon|F-1|Piston|90|113|104|50|24|16000|600|1800|1260|1600|600|1400|900|20/1|6/3|30/0|400
Aircoupe-Alon|415-G|Piston|85|99|96|50|24|13500|550|2100|1260|1850|750|1400|833|20/1|6/3|30/0|360
Aircraft Manufacturing & Design LLC|CH-601-XL/i/650-LS/i|Piston|100|120|113|38|30|12000|1000|||||1320|770|20/0|6/6|27/0|715
Air Tractor, Inc.|AT-503A|Propjet|750|144|126|60|170||760||1170|||9200|4488|||50/0|547
Air Tractor, Inc.|AT-502|Propjet|680|144|126|60|170||760||1170|||9200|4123|||50/0|547
Air Tractor, Inc.|AT-402|Propjet|680|122|105|46|170||1000||810|||7860|3739|||49/0|574
Air Tractor, Inc.|AT-401|Piston|600|136|105|53|126||520||1318|||7860|4135|||49/1|547
Air Tractor, Inc.|AT-400|Propjet|680|200|185|55|126||1500||1000|||7800|3550|||45/1|
Air Tractor, Inc.|AT-302A|Piston|600|190|182|55|126||2500||1300|||7300|3350|||45/1|
Air Tractor, Inc.|AT-302|Piston|600|190|182|55|76||2500||1000|||7000|3250|||45/1|
Air Tractor, Inc.|AT-301A|Piston|600|164|152|56|76||1500||1300|||7300|3850|||45/1|
Air Tractor, Inc.|AT-301|Piston|600|168|155|56|76||1600||1300|||7000|3800|||45/1|
American Champion Aircraft Corporation|8KCAB-180 Super Decathlon (w/optional speed kit)|Piston|180|158|150|52|40|17200|1230|||||1800|1315|22/11|7/7|32/0|
American Champion Aircraft Corporation|8KCAB-150 F/P prop(w/optional speed kit)|Piston|150|147|137|52|40|16000|1000|||||1800|1260|22/11|7/7|32/0|404
American Champion Aircraft Corporation|8GCBC (max speed w/8047 fixed-pitch prop)|Piston|180|135|122|50|35||1080|1090|510|1245||2150|1315|22/8|8/7|36/2|
American Champion Aircraft Corporation|7KCAB|Piston|150|116|109|43|39|17000|1120|535|375|755|400|1650|1140|22/7|7/7|34/5|411
American Champion Aircraft Corporation|7GCB|Piston|150|109|103|37|37|18100|1140|617|366|718|320|1650|1050|22/9|6/1|34/5|411
American Champion Aircraft Corporation|7GCAA|Piston|150|113|109|43|39|17000|1120|535|375|755|400|1650|1140|22/8||33/5|411
American Champion Aircraft Corporation|7GCBC|Piston|150|113|111|39|35|17000|1145|457|296|690|310|1650|1150|22/8||34/3|480
American Champion Aircraft Corporation|7GCBC with EDO floats|Piston|150|97|90|46|39|16000|800|||||1800|1290|22/7|6/8|34/6|248
American Champion Aircraft Corporation|7ECA|Piston|115|109|107|44|35|12000|725|716|450|775|400|1650|1067|22/8||33/5|301
American Champion Aircraft Corporation|7EC|Piston|90|117|97|38|26|15500|700|1240|840|700|400|1450|820|21/6|7/0|35/1|350
American Champion Aircraft Corporation|7ACA|Piston|60|85|75|38|13|8500|400|850|525|||1220|750|21/11|7/0|35/1|261
American General Aircraft|GA-7 Cougar (twin) '77 svc. ceils=18,300 &4,900|Piston|160|168|160|63|80|17400|1160|1805|1000|1330|710|3800|2588|29/7|10/4|36/9|680
American General Aircraft|AG5B Tiger (prior '79 height=8/0)|Piston|180|148|139|53|51|13800|850|1550|865|1120|410|2400|1360|22/0|7/7|31/6|530
American General Aircraft|AA5A Cheetah (prior '79 height=8/0)|Piston|150|136|127|52|37|12650|660|1600|880|1100|380|2200|1323|22/0|8/0|31/6|428
American General Aircraft|AA5 Traveler ('75=+ 7 mph speed)|Piston|150|130|122|50|38|12650|660|1600|880|1100|380|2200|1271|22/0|8/0|31/5|503
American General Aircraft|AA-1B Trainer|Piston|108|120|108|52|24|12750|705|1590|890|1100|410|1560|975|19/2|7/6|24/5|348
American General Aircraft|AA-1A Trainer|Piston|108|120|109|51|24|13750|765|1400|725|1065|395|1500|1007|19/3|6/8|24/5|350
American Legend Aircraft|Legend Cub AL11C-100|Piston|100|90|84|33|20|15000|700||210||205|1320|845|22/5|7/6|35/6|275
Aviat Aircraft, Inc|Husky A-1 (formerly Christen Industries)|Piston|180|126|113|36|52|20000|1500||200||350|1800|1190|22/7|6/7|35/6|696
Ayres Corp.|S-2D AG Commander|Piston|600|122|96|61|54|15000|1000|1200|850|800|500|6000|3400|29/4|8/9|44/4|275
Ayres Corp.|S-2R-R3S/PZL 600|Piston|600|122|108|57|100|15000|900||775||500|6000|3700|29/4|9/2|44/4|275
Ayres Corp.|S-2R-1340/P&W 600 Thrush ('69 length=28/4)|Piston|600|122|108|57|100|15000|900||775||500|6000|3700|29/4|9/2|44/4|275
Ayres Corp.|S-2R-800 Thrush (prior '76 length =28/11)|Piston|800|135|119|50|100|25000|1350||900||500|6000|4100|29/2|9/2|44/4|257
Ayres Corp.|S-2R-T34-Turbo (400 gal hopper)|Propjet|750|138|130|57|190|25000|1740||600||500|6000|3600|33/0|9/2|44/5|545
Ayres Corp.|S-2R-1820/510|Piston|1,200|138|135|57|190|28000|2033||550||950|6000|4990|31/6|9/7|44/5|563
B Bar D Aviation, Inc.|Allegro|Piston|80|157|138|46|17||1000|820|490|721|340|1320|622|20/10|6/9|35/5|350
Beechcraft (Hawker Beechcraft)|Beechjet 400 (400A has increased weights)|Jet|2,900|461||87|732|41000|3960||3950||2830|15780||48/5|13/9|43/6|1900
Beechcraft (Hawker Beechcraft)|Premier IA|Jet|2,300|.80 Mach|.78 Mach||3,670|41000|||3792||3170|12500|8200|46/0|15/4|44/6|1360
Beechcraft (Hawker Beechcraft)|Starship 2000 (2000A=increased spds & weights)|Propjet|1,200|335|328||560|34800|3225|3876||2630|1070|14400|9887|46/1|13/0|54/5|1722
Beechcraft (Hawker Beechcraft)|350 Super King Air|Propjet|1,050|314|303||539|35000|2979|||2508|1272|15000|9051|46/8|14/4|57/11|1966
Beechcraft (Hawker Beechcraft)|300 Super King Air (300LW has decr. weights)|Propjet|1,050|316|300||539|35000|2844|||||14000|8838|43/10|15/0|54/6|1761
Beechcraft (Hawker Beechcraft)|B200 Super King Air|Propjet|850|294|279|75|544|35000|2450|3345|1942|2845|1760|12500|7538|43/9|15/0|54/6|1972
Beechcraft (Hawker Beechcraft)|200 Super King Air (prior '79 serv. ceil=31,000)|Propjet|850|290|272|75|544|32880|2450|3345|1942|2845|1760|12500|7538|43/9|15/0|54/6|1870
Beechcraft (Hawker Beechcraft)|B100 King Air (prior '79 serv. ceiling=29,100)|Propjet|715|265|258|83|470|24850|1963|2951|1898|2679|1290|11800|7082|39/11|15/5|45/11|1080
Beechcraft (Hawker Beechcraft)|A100 King Air|Propjet|680|248|235|75|470|24850|1963|3245|2060|2944|1787|11500|6797|39/11|15/5|45/11|1000
Beechcraft (Hawker Beechcraft)|100 King Air|Propjet|680|248|239|73|374|25900|2200|1729|1452|2138|1240|10600|6440|39/9|15/4|45/10|1005
Beechcraft (Hawker Beechcraft)|F90-1 King Air|Propjet|750|279|265|79|470|30450|2455|2808|2012|2275|1194|10950|6647|39/10|15/1|45/11|1235
Beechcraft (Hawker Beechcraft)|F90 King Air|Propjet|750|267|261|77|470|29802|2380|2856|2090|2275|1194|10950|6549|39/10|15/1|45/11|1235
Beechcraft (Hawker Beechcraft)|E 90 King Air|Propjet|550|250|245|77|474|27620|1870|2024|1553|2110|1030|10100|5996|35/6|14/3|50/3|1290
Beechcraft (Hawker Beechcraft)|C90A King Air (LJ-1063 up) (10,100 g/w=SN1138 up)|Propjet|550|247|240|75|384|30000|2137|2261|1629|1672|737|10100|5765|35/6|14/3|50/3|1120
Beechcraft (Hawker Beechcraft)|C 90,C90-1 (-1 has increased speed)|Propjet|550|223|217|76|384|28100|1955|2261|1629|1672|737|9650|5765|35/6|14/3|50/3|1120
Beechcraft (Hawker Beechcraft)|C90 GT King Air|Propjet|550|270|208||384|30000|1953||2392||2355|10100|6950|35/6|14/3|50/3|1026
Beechcraft (Hawker Beechcraft)|B 90 King Air|Propjet|550|223|219|74|384|27200|2000|2180|1750|2010|980|9650|5685|36/6|14/8|50/3|1185
Beechcraft (Hawker Beechcraft)|A 90 King Air|Propjet|550|223|216|77|384|30200|1900|2150|1730|1960|1250|9300|5680|35/6|14/8|45/1|1160
Beechcraft (Hawker Beechcraft)|90 King Air|Propjet|500|243|235|75|384|28400|2000|1755|1350|1870|1250|9000|5680|35/6|14/8|45/1|1270
Beechcraft (Hawker Beechcraft)|88 Queen Air pressurized|Piston|380|214|192|71|264|26800|1275|1800|1372|2311|1340|8800|6035|35/6|14/3|50/3|902
Beechcraft (Hawker Beechcraft)|B 80 Queen Air 1973 thru 1978|Piston|380|216|196|70|200|26800|1275|2556|2007|2572|1620|8800|5277|35/6|14/8|50/3|656
Beechcraft (Hawker Beechcraft)|B 80 Queen Air - specs thru 1972|Piston|380|216|195|71|214|26800|1275|1800|1372|2311|1340|8800|5120|35/6|14/3|50/3|716
Beechcraft (Hawker Beechcraft)|A 80 Queen Air|Piston|380|219|200|70|214|28500|1585|1800|1500|2143|1510|8500|4900|35/6|14/3|50/3|716
Beechcraft (Hawker Beechcraft)|80 Queen Air|Piston|380|208|191|67|230|28000|1300|1450|1060|2070|1160|8000|4800|35/2|14/6|50/3|746
Beechcraft (Hawker Beechcraft)|70 Queen Air|Piston|340|208|186|70|214|30000|1375|1675|1269|2107|1244|8200|4995|35/6|14/3|50/4|755
Beechcraft (Hawker Beechcraft)|A 65 Queen Air|Piston|340|208|186|70|214|31300|1300|1560|1180|1750|1330|7700|4980|35/6|14/3|45/10|755
Beechcraft (Hawker Beechcraft)|65 Queen Air|Piston|340|200|186|70|180|27000|1300|1700|1310|1980|1425|7700|4640|33/3|14/1|45/10|630
Beechcraft (Hawker Beechcraft)|B 60 Duke pressurized (prior '78 t/o run=2006)|Piston|380|246|233|73|142|30000|1601|2626|2075|3065|1318|6775|4425|33/10|12/4|39/3|1010
Beechcraft (Hawker Beechcraft)|A 60 Duke pressurized|Piston|380|249|240|76|142|30800|1601|2626|2006|3065|1318|6775|4175|33/10|12/4|39/3|824
Beechcraft (Hawker Beechcraft)|60 Duke Pressurized|Piston|380|249|236|76|142|31300|1615|1660|1253|2340|1590|6725|4100|33/10|12/4|39/3|824
Beechcraft (Hawker Beechcraft)|H 18 Super Twin Beech|Piston|450|204|191|76|198|20300|1400|2072|1650|1850|1480|9900|5845|35/2|9/4|49/8|622
Beechcraft (Hawker Beechcraft)|G 18 Super Twin Beech|Piston|450|200|186|73|275|21400|1410|1980|1585|1850|1480|9700|5910|35/1|9/6|49/6|880
Beechcraft (Hawker Beechcraft)|E 18 Super Twin Beech|Piston|450|203|187|71|206|23000|1250|2079|1655|1569|1480|9300|6150|33/1|9/2|47/7|638
Beechcraft (Hawker Beechcraft)|D 18 S Twin Beech|Piston|450|200|183|67|206|20500|1190|1760|1405|1460|1250|8750|5770|33/1|9/2|47/7|632
Beechcraft (Hawker Beechcraft)|H,J 50 Twin Bonanza supercharged|Piston|340|204|180|72|180|29500|1270|1250|975|1840|1280|7300|4480|31/5|11/5|45/9|787
Beechcraft (Hawker Beechcraft)|E,F,G 50 Twin Bonanza supercharged|Piston|340|209|184|72|180|29500|1320|1250|975|1840|1250|7000|4460|31/5|11/5|45/9|813
Beechcraft (Hawker Beechcraft)|D50,A,B,C,E Twin Bonanza|Piston|295|186|178|62|134|20000|1450|1260|1000|1452|1010|6300|4100|31/5|11/5|45/9|670
Beechcraft (Hawker Beechcraft)|C 50 Twin Bonanza|Piston|275|178|161|60|134|20000|1450|1260|1000|1375|1000|6000|3956|31/5|11/5|45/2|726
Beechcraft (Hawker Beechcraft)|B 50 Twin Bonanza|Piston|260|177|159|60|134|20000|1450|1344|1080|1215|975|6000|3940|31/5|11/5|45/2|733
Beechcraft (Hawker Beechcraft)|50 Twin Bonanza|Piston|260|177|158|56|134|19000|1450|1350|1080|1215|975|5500|3800|31/5|11/5|45/2|722
Beechcraft (Hawker Beechcraft)|58 P Baron(325) pressurized (range based on 190 gal fuel)|Piston|325|261|232|78|166|25000|1475|2643|1555|2427|1378|6200|4026|29/11|9/2|37/10|1013
Beechcraft (Hawker Beechcraft)|58 P Baron-press.('77 hgt=9/6) (range based on 190 gal fuel)|Piston|310|256|214|79|166|25000|1529|2376|1480|2498|1471|6100|3985|29/10|9/2|37/10|1130
Beechcraft (Hawker Beechcraft)|58 P Baron turbochg.- specs thru 1976|Piston|310|231|207|79|166|25000|1424|2761|1654|2498|1471|6100|3985|29/10|9/2|37/10|1104
Beechcraft (Hawker Beechcraft)|58 TC Baron (325) turbochg-non-pressurized|Piston|325|261|232|78|166|25000|1475|2643|1555|2427|1378|6200|3788|29/11|9/2|37/10|1013
Beechcraft (Hawker Beechcraft)|58 TC Baron (non-press/turbo) '78 length=9/2|Piston|310|250|214|79|166|25000|1461|2376|1480|2498|1471|6100|3780|29/10|9/6|37/10|1130
Beechcraft (Hawker Beechcraft)|58 Baron (300 hp)|Piston|300|208|195|74|136|20688|1750|2371|1403|2498|1439|5500|3443|29/10|9/6|37/10|1109
Beechcraft (Hawker Beechcraft)|58 Baron ('76 & prior fuel=166 gal opt)|Piston|285|208|195|74|136|18600|1660|2101|1336|2498|1439|5400|3361|29/10|9/6|37/10|1109
Beechcraft (Hawker Beechcraft)|A56TC Turbo Baron|Piston|380|252|247|73|142|32200|2020|1420|1005|2080|1285|5990|3700|29/0|9/3|37/10|737
Beechcraft (Hawker Beechcraft)|56 TC Turbo Baron ('67 & '68 fuel=178 gal opt)|Piston|380|252|247|73|142|32200|2020|1420|1005|2080|1285|5990|3650|28/3|9/7|37/10|737
Beechcraft (Hawker Beechcraft)|E 55 Baron ('70-'72 fuel=142 gal opt)|Piston|285|208|195|73|100|19100|1682|968|596|1414|868|5300|3291|29/0|9/2|37/10|934
Beechcraft (Hawker Beechcraft)|C55, D55 Baron|Piston|285|210|200|67|112|20900|1670|968|596|1414|868|5300|3075|28/3|9/7|37/10|550
Beechcraft (Hawker Beechcraft)|B 55 Baron (1978 & up)|Piston|260|201|184|73|100|19300|1693|2154|1400|2148|1467|5100|3236|28/0|9/7|37/10|739
Beechcraft (Hawker Beechcraft)|B55 (SN955 & up=5000 g/w; SN 502 thru 954 elig 5100 g/w)|Piston|260|205|196|68|112|19700|1670|1225|910|1370|840|5100|3075|27/0|9/7|37/10|763
Beechcraft (Hawker Beechcraft)|A 55 Baron|Piston|260|200|191|66|112|19500|1700|1700|910|1470|960|4880|2960|26/5|9/6|37/8|745
Beechcraft (Hawker Beechcraft)|55 Baron|Piston|260|200|191|66|112|19200|1630|1700|1255|1470|1250|4880|2960|25/7|9/6|37/8|745
Beechcraft (Hawker Beechcraft)|E 95 Travel Air (fuel inj.)|Piston|180|183|174|61|80|18100|1250|1280|1000|1590|980|4200|2650|25/1|9/6|37/1|661
Beechcraft (Hawker Beechcraft)|B 95A, D 95A Travel Air (fuel inj.)|Piston|180|183|174|61|80|18100|1250|2100|1740|1850|1015|4200|2635|25/3|9/6|37/1|661
Beechcraft (Hawker Beechcraft)|95, B95 Travel Air (95 = 4,000 lb. gross)|Piston|180|183|170|61|80|18100|1250|2100|1740|1850|1015|4100|2635|25/3|9/5|37/9|661
Beechcraft (Hawker Beechcraft)|76 Duchess|Piston|180|171|158|60|100|19650|1248|2119|1017|1881|1000|3900|2460|29/0|9/6|38/0|843
Beechcraft (Hawker Beechcraft)|B 36 TC Bonanza|Piston|300|213|190|57|102|25000|1049|2364|1156|1692|976|3850|2338|27/6|8/5|37/10|957
Beechcraft (Hawker Beechcraft)|A 36 TC Bonanza(prior '80=optl fuel 74 gal)|Piston|300|214|190|57|74|25000|1165|2012|1176|1449|721|3650|2278|27/6|8/5|33/6|800
Beechcraft (Hawker Beechcraft)|A 36 Bonanza (300 hp)|Piston|300|184|169|59|74|18500|1210|1913|971|1473|913|3650|2247|27/6|8/5|33/6|720
Beechcraft (Hawker Beechcraft)|A 36 Bonanza ('70 & '71 lgt=26/8) '80 + up fuel= 74 gal|Piston|285|179|168|52|74|16600|1030 w/3bld|2040|1140|1450|840|3600|2195|27/6|8/5|33/6|697
Beechcraft (Hawker Beechcraft)|36 Bonanza|Piston|285|177|170|56|50|16000|1015|1525|1112|1240|683|3600|1980|26/4|8/5|32/10|510
Beechcraft (Hawker Beechcraft)|V 35 A & B-TC Turbo Bonanza|Piston|285|217|200|55|50|29500|1225|1320|950|1177|647|3400|2027|26/4|6/6|33/5|600
Beechcraft (Hawker Beechcraft)|V 35B Bonanza ('80 & up=fuel std 74 gal)|Piston|285|182|172|51|74|17858|1167 w/3bld|1769|1002|1324|763|3400||26/5|7/7|33/6|717
Beechcraft (Hawker Beechcraft)|V 35 A Bonanza|Piston|285|183|177|55|44|17500|1136|1320|965|1177|647|3400|1960|26/4|6/6|33/5|536
Beechcraft (Hawker Beechcraft)|V 35 TC Turbo Bonanza|Piston|285|209|195|55|50|26600|1225|1320|965|1177|647|3400|1950|26/4|6/6|33/5|580
Beechcraft (Hawker Beechcraft)|V 35 Bonanza|Piston|285|183|177|55|50|17500|1136|1320|965|1177|647|3400|1915|26/4|6/6|33/5|543
Beechcraft (Hawker Beechcraft)|S 35 Bonanza|Piston|285|184|178|54|50|18300|1200|1225|880|1150|625|3300|1915|26/4|6/6|33/5|543
Beechcraft (Hawker Beechcraft)|N,P 35 Bonanza|Piston|260|178|170|52|50|19200|1150|1260|1050|1100|650|3125|1855|25/2|6/5|33/5|535
Beechcraft (Hawker Beechcraft)|K,M 35 Bonanza|Piston|250|183|170|52|49|20000|1170|1185|950|1050|710|2950|1832|25/1|6/5|33/5|495
Beechcraft (Hawker Beechcraft)|J 35 Bonanza|Piston|250|183|174|50|39|21300|1250|1175|925|1050|710|2900|1820|25/1|6/6|32/9|492
Beechcraft (Hawker Beechcraft)|H 35 Bonanza|Piston|240|179|165|50|39|19800|1225|1260|1050|1050|710|2900|1820|25/1|6/6|32/9|470
Beechcraft (Hawker Beechcraft)|E,F,G 35 Bonanza (E=2,725 lb. gross, F=2,750 lb.)|Piston|225|169|160|48|39|19000|1300|1270|1060|1025|680|2775|1722|25/1|6/6|32/9|550
Beechcraft (Hawker Beechcraft)|C, D 35 Bonanza|Piston|205|165|152|48|39|18000|1100|1500|1250|975|625|2700|1650|25/1|6/6|32/9|510
Beechcraft (Hawker Beechcraft)|A,B 35 Bonanza (A=185 hp)|Piston|196|160|148|49|39|17100|890|1515|1275|950|625|2650|1575|25/1|6/6|32/9|470
Beechcraft (Hawker Beechcraft)|35 Bonanza|Piston|185|160|150|48|39|18000|950|1440|1200|925|580|2550|1458|25/1|6/6|32/9|530
Beechcraft (Hawker Beechcraft)|G 33 Bonanza|Piston|260|177|168|49|50|16600|1060|1516|1023|1150|625|3300|1935|25/5|8/3|32/9|513
Beechcraft (Hawker Beechcraft)|F & E 33-C Bonanza (conventional tail)|Piston|285|181|174|53|50|18300|1200|1225|880|1150|625|3300|1918|25/6|8/3|32/9|520
Beechcraft (Hawker Beechcraft)|F33A ('80 & up fuel std 74 gal)|Piston|285|182|172|51|74|17858|1167 w/3bld|1769|1002|1324|763|3400|2125|26/8|8/3|33/6|717
Beechcraft (Hawker Beechcraft)|E 33 A Bonanza (conventional tail)|Piston|285|181|174|53|50|18300|1200|1225|880|1150|625|3300|1915|25/6|8/3|32/10|520
Beechcraft (Hawker Beechcraft)|F & E Bonanza (conventional tail)|Piston|225|170|161|52|50|17800|930|1288|982|1298|643|3050|1862|25/6|8/3|32/10|520
Beechcraft (Hawker Beechcraft)|C 33 A Debonair|Piston|285|181|174|53|50|18300|1200|1225|880|1150|632|3300|1775|25/6|8/3|32/10|520
Beechcraft (Hawker Beechcraft)|C 33 Debonair|Piston|225|170|161|52|50|18300|980|1288|982|1298|643|3050|1854|25/6|8/3|32/10|568
Beechcraft (Hawker Beechcraft)|A,B 33 Debonair|Piston|225|170|161|52|50|18400|960|1235|982|1282|643|3000|1745|25/6|8/3|32/10|568
Beechcraft (Hawker Beechcraft)|33 Debonair|Piston|225|170|161|52|50|19800|1010|1235|940|1282|635|2900|1730|25/5|8/3|32/8|550
Beechcraft (Hawker Beechcraft)|C-24R Sierra 200 (prior'78 svc. ceil=16,400)|Piston|200|145|137|60|57|15385|927|1561|1063|1462|816|2750|1696|25/9|8/1|32/9|647
Beechcraft (Hawker Beechcraft)|B-24R Sierra 200|Piston|200|140|131|55|52|14342|891|1804|1169|1519|803|2750|1711|25/8|8/3|32/9|591
Beechcraft (Hawker Beechcraft)|A-24R Sierra 200|Piston|200|148|141|57|58.8|14350|862|1630|1100|1380|760|2750|1610|25/8|8/3|32/9|704
Beechcraft (Hawker Beechcraft)|Super III Musketeer (A-23-24)|Piston|200|137|130|52|60|14850|880|1380|950|1300|660|2550|1410|25/1|8/2|32/7|643
Beechcraft (Hawker Beechcraft)|C 23 Sundowner (pre '76 fuel=52 gal) pre'82=less mph|Piston|180|128|116|51|57|12600|792|1955|1130|1484|703|2450|1494|25/9|8/3|32/9|565
Beechcraft (Hawker Beechcraft)|Custom III Musketeer|Piston|180|127|120|50|60|11870|728|1460|990|1260|640|2400|1375|25/1|8/2|32/7|565
Beechcraft (Hawker Beechcraft)|A 23, A23A Musketeer (A=2,400 lb gross)|Piston|165|127|120|50|60|11870|880|1460|990|1260|640|2350|1325|25/1|8/2|32/7|565
Beechcraft (Hawker Beechcraft)|23 Musketeer|Piston|160|123|111|52|60|13500|720|1275|925|1260|640|2300|1300|25/1|8/2|32/7|800
Beechcraft (Hawker Beechcraft)|B 19 Sport 150 (76' & prior fuel=52 gal)|Piston|150|110|107|50|57|11650|680|1635|1030|1693|824|2150|1414|25/9|8/3|32/9|643
Beechcraft (Hawker Beechcraft)|A 23-19, Sport III, Musketeer|Piston|150|122|114|48|60|14900|900|1255|840|1220|590|2200|1325|25/1|8/2|32/7|800
Beechcraft (Hawker Beechcraft)|77 Skipper ('79-'80 height=7/11)|Piston|115|106|97|47|29|12900|720|1280|780|1313|670|1675|1103|24/0|6/11|30/0|370
Beechcraft (Hawker Beechcraft)|Bellanca Inc.||||||||||||||||||
Beechcraft (Hawker Beechcraft)|17-31 ATC Turbo, 300-Lyc. (prior '78=8 gal less)|Piston|300|193|187|61|68|24000|1170|1420|980|1340|835|3325|2372|26/4|7/4|34/2|760
Beechcraft (Hawker Beechcraft)|17-31A, (prior '78=8 gal less fuel + 6 mph less)|Piston|300|174|165|61|68|18200|1170|1420|980|1340|835|3325|2247|26/4|7/4|34/2|483
Beechcraft (Hawker Beechcraft)|17-31TC, Turbo Super Viking (Lycoming eng)|Piston|250|193|187|54|72|24000|1800|890|460|1100|575|3200|2010|23/7|7/4|34/2|760
Beechcraft (Hawker Beechcraft)|17-30A, (1979 & up; 1993 & up + 5 mph; IO-550 +6 mph)|Piston|300|181|176|61|68|20000|1210|1420||1340||3325|2185|26/4|7/4|34/2|550
Beechcraft (Hawker Beechcraft)|17-30A, 300-Cont.('78=8 gal more fuel & +11 mph)|Piston|300|166|163|61|60|17000|1085|1420|980|1340|835|3325|2217|26/4|7/4|34/2|550
Beechcraft (Hawker Beechcraft)|17-30-300 Viking (Continental eng)|Piston|300|167|163|54|58|21000|1840|890|450|1050|575|3200|1900|23/7|7/5|34/2|550
Beechcraft (Hawker Beechcraft)|14-19-3A,260 A,B,C|Piston|260|181|177|54|58|22500|1500|990|550|825|400|3000|1750|23/6|6/5|34/2|639
Beechcraft (Hawker Beechcraft)|14-19-2 Cruisemaster|Piston|230|179|170|42|40|20000|1400|1025|760|1150|470|2700|1640|22/9|6/2|34/2|452
Beechcraft (Hawker Beechcraft)|14-19 Cruisemaster|Piston|190|174|157|38|40|21500|1250|1270|850|1025|450|2600|1575|23/0|6/2|34/2|435
Beechcraft (Hawker Beechcraft)|14-13 Cruiseair Sr.|Piston|150|147|130|38|40|19500|1100|1350|606|975|437|2100|1520|21/2|6/2|34/2|591
Bombardier Aerospace Business Aircraft|60 (standard configuration)|Jet|4,600|458||||51000||5360||3750||22750|13922|58/7|14/7|43/8|2740
